------------------------------------------------------------------------------
File Creation Date/Time: 22 mars 2023 13:03:00
Block Name: AuxAntPositions1 (SBF)

Sync1,Sync2,CRC,ID,BlockNumber,Revision,Length [B],TOW [s],WNc [w],TOWc [s],N,SBLength [B],NrSV,Error,AmbiguityType,AuxAntID,DeltaEast [m],DeltaNorth [m],DeltaUp [m],EastVel [m/s],NorthVel [m/s],UpVel [m/s]
$,@,56478,5942,5942,0,68,294838.000,2254,294838.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.041,-0.003,-0.006,0.001
$,@,45743,5942,5942,0,68,294839.000,2254,294839.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,-0.000,0.002,0.001
$,@,5322,5942,5942,0,68,294840.000,2254,294840.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.043,-0.003,0.002,0.003
$,@,37393,5942,5942,0,68,294841.000,2254,294841.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.042,0.004,-0.007,0.000
$,@,25065,5942,5942,0,68,294842.000,2254,294842.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.044,0.008,-0.004,-0.003
$,@,9916,5942,5942,0,68,294843.000,2254,294843.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,0.002,-0.003,-0.005
$,@,2981,5942,5942,0,68,294844.000,2254,294844.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.041,0.002,-0.002,0.007
$,@,22348,5942,5942,0,68,294845.000,2254,294845.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.042,-0.002,-0.013,0.006
$,@,14237,5942,5942,0,68,294846.000,2254,294846.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,0.002,-0.002,-0.000
$,@,64691,5942,5942,0,68,294847.000,2254,294847.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.041,0.003,0.010,0.001
$,@,33055,5942,5942,0,68,294848.000,2254,294848.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.043,0.001,-0.001,-0.005
$,@,11328,5942,5942,0,68,294849.000,2254,294849.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.040,0.002,0.001,0.005
$,@,49546,5942,5942,0,68,294850.000,2254,294850.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,0.005,0.002,-0.005
$,@,9490,5942,5942,0,68,294851.000,2254,294851.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.043,-0.006,0.010,-0.004
$,@,29792,5942,5942,0,68,294852.000,2254,294852.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.043,-0.012,0.006,-0.002
$,@,48443,5942,5942,0,68,294853.000,2254,294853.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,0.005,-0.004,0.002
$,@,38136,5942,5942,0,68,294854.000,2254,294854.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,-0.002,0.006,-0.003
$,@,35667,5942,5942,0,68,294855.000,2254,294855.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.043,-0.003,0.007,0.001
$,@,37286,5942,5942,0,68,294856.000,2254,294856.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,0.004,-0.008,-0.001
$,@,33174,5942,5942,0,68,294857.000,2254,294857.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.041,-0.009,-0.004,-0.006
$,@,15830,5942,5942,0,68,294858.000,2254,294858.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,-0.001,0.002,-0.004
$,@,60984,5942,5942,0,68,294859.000,2254,294859.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,-0.005,0.010,-0.001
$,@,5729,5942,5942,0,68,294860.000,2254,294860.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.041,-0.006,-0.006,-0.001
$,@,6392,5942,5942,0,68,294861.000,2254,294861.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.041,-0.005,0.002,-0.001
$,@,16123,5942,5942,0,68,294862.000,2254,294862.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.042,0.003,-0.009,0.002
$,@,34113,5942,5942,0,68,294863.000,2254,294863.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.043,0.014,0.006,0.004
$,@,52415,5942,5942,0,68,294864.000,2254,294864.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.043,-0.002,-0.003,-0.003
$,@,41834,5942,5942,0,68,294865.000,2254,294865.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.042,-0.005,-0.007,-0.006
$,@,9213,5942,5942,0,68,294866.000,2254,294866.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.043,-0.003,-0.011,-0.007
$,@,41951,5942,5942,0,68,294867.000,2254,294867.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,-0.001,0.015,-0.009
$,@,25384,5942,5942,0,68,294868.000,2254,294868.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,0.001,0.006,0.001
$,@,30420,5942,5942,0,68,294869.000,2254,294869.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,-0.004,-0.006,0.002
$,@,34709,5942,5942,0,68,294870.000,2254,294870.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,0.004,-0.003,0.001
$,@,29118,5942,5942,0,68,294871.000,2254,294871.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,0.005,-0.002,0.001
$,@,7537,5942,5942,0,68,294872.000,2254,294872.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.042,0.005,-0.001,-0.006
$,@,40286,5942,5942,0,68,294873.000,2254,294873.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.040,0.002,-0.005,-0.001
$,@,29421,5942,5942,0,68,294874.000,2254,294874.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.040,0.002,0.017,-0.001
$,@,4840,5942,5942,0,68,294875.000,2254,294875.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,-0.003,-0.004,0.001
$,@,35659,5942,5942,0,68,294876.000,2254,294876.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,-0.002,0.001,-0.006
$,@,61137,5942,5942,0,68,294877.000,2254,294877.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.041,0.007,0.011,0.000
$,@,32218,5942,5942,0,68,294878.000,2254,294878.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,0.008,0.002,0.004
$,@,15502,5942,5942,0,68,294879.000,2254,294879.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.042,-0.003,0.001,-0.003
$,@,21640,5942,5942,0,68,294880.000,2254,294880.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.041,0.007,-0.007,-0.001
$,@,52223,5942,5942,0,68,294881.000,2254,294881.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.043,-0.005,0.011,0.000
$,@,9237,5942,5942,0,68,294882.000,2254,294882.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.043,-0.003,-0.003,-0.002
$,@,23818,5942,5942,0,68,294883.000,2254,294883.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.042,0.002,0.009,0.001
$,@,55968,5942,5942,0,68,294884.000,2254,294884.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.043,0.004,0.010,-0.001
$,@,16241,5942,5942,0,68,294885.000,2254,294885.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.043,-0.001,0.003,0.002
$,@,7472,5942,5942,0,68,294886.000,2254,294886.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,-0.003,0.013,-0.000
$,@,8420,5942,5942,0,68,294887.000,2254,294887.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.041,0.004,-0.013,0.003
$,@,19075,5942,5942,0,68,294888.000,2254,294888.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.041,-0.006,0.007,0.000
$,@,41469,5942,5942,0,68,294889.000,2254,294889.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.042,0.002,0.003,-0.001
$,@,38269,5942,5942,0,68,294890.000,2254,294890.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.041,-0.003,0.003,-0.002
$,@,50704,5942,5942,0,68,294891.000,2254,294891.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.042,-0.001,0.001,-0.001
$,@,28900,5942,5942,0,68,294892.000,2254,294892.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.043,0.003,0.003,-0.004
$,@,16395,5942,5942,0,68,294893.000,2254,294893.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.043,-0.008,0.007,0.002
$,@,32305,5942,5942,0,68,294894.000,2254,294894.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.044,0.006,0.004,-0.000
$,@,10134,5942,5942,0,68,294895.000,2254,294895.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.042,0.002,-0.015,0.002
$,@,25828,5942,5942,0,68,294896.000,2254,294896.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,-0.003,-0.009,0.001
$,@,21556,5942,5942,0,68,294897.000,2254,294897.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.043,0.006,0.002,-0.002
$,@,45013,5942,5942,0,68,294898.000,2254,294898.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.044,0.003,-0.004,-0.005
$,@,51998,5942,5942,0,68,294899.000,2254,294899.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.041,0.003,-0.016,0.005
$,@,14917,5942,5942,0,68,294900.000,2254,294900.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.040,-0.001,-0.006,0.006
$,@,60864,5942,5942,0,68,294901.000,2254,294901.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.043,-0.000,0.006,-0.001
$,@,2098,5942,5942,0,68,294902.000,2254,294902.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.043,-0.001,0.006,0.003
$,@,47794,5942,5942,0,68,294903.000,2254,294903.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.042,-0.002,0.014,-0.002
$,@,15871,5942,5942,0,68,294904.000,2254,294904.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,-0.006,-0.001,0.003
$,@,63608,5942,5942,0,68,294905.000,2254,294905.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.041,0.001,0.005,0.003
$,@,36040,5942,5942,0,68,294906.000,2254,294906.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.042,0.003,0.002,-0.005
$,@,58201,5942,5942,0,68,294907.000,2254,294907.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.043,-0.006,-0.001,0.003
$,@,26870,5942,5942,0,68,294908.000,2254,294908.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.944,-2.437,-0.041,0.002,0.010,-0.002
$,@,21907,5942,5942,0,68,294909.000,2254,294909.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.041,0.002,-0.003,0.000
$,@,43671,5942,5942,0,68,294910.000,2254,294910.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.042,0.002,0.002,-0.001
$,@,24510,5942,5942,0,68,294911.000,2254,294911.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,-0.007,-0.002,-0.000
$,@,30626,5942,5942,0,68,294912.000,2254,294912.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.042,-0.000,0.003,-0.001
$,@,22313,5942,5942,0,68,294913.000,2254,294913.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,-0.001,0.001,-0.002
$,@,54851,5942,5942,0,68,294914.000,2254,294914.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.042,-0.007,-0.001,0.000
$,@,59559,5942,5942,0,68,294915.000,2254,294915.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.043,0.005,-0.001,0.000
$,@,18534,5942,5942,0,68,294916.000,2254,294916.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.044,0.005,0.003,-0.003
$,@,21767,5942,5942,0,68,294917.000,2254,294917.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.043,0.005,0.000,-0.002
$,@,54272,5942,5942,0,68,294918.000,2254,294918.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.043,0.006,0.005,-0.005
$,@,62841,5942,5942,0,68,294919.000,2254,294919.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.043,-0.007,-0.003,-0.003
$,@,41235,5942,5942,0,68,294920.000,2254,294920.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.045,-0.004,0.010,0.006
$,@,45626,5942,5942,0,68,294921.000,2254,294921.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.045,0.003,-0.009,-0.003
$,@,18818,5942,5942,0,68,294922.000,2254,294922.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.044,0.002,0.000,0.004
$,@,65433,5942,5942,0,68,294923.000,2254,294923.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.043,-0.004,-0.001,0.001
$,@,63266,5942,5942,0,68,294924.000,2254,294924.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.044,-0.001,-0.009,0.004
$,@,43390,5942,5942,0,68,294925.000,2254,294925.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,0.004,0.002,0.007
$,@,25218,5942,5942,0,68,294926.000,2254,294926.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.042,-0.004,-0.004,0.006
$,@,32620,5942,5942,0,68,294927.000,2254,294927.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,-0.008,-0.008,0.002
$,@,40025,5942,5942,0,68,294928.000,2254,294928.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,-0.003,0.004,0.001
$,@,65027,5942,5942,0,68,294929.000,2254,294929.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.043,-0.004,-0.008,-0.000
$,@,14139,5942,5942,0,68,294930.000,2254,294930.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.043,0.007,-0.003,0.002
$,@,32933,5942,5942,0,68,294931.000,2254,294931.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.041,-0.002,-0.012,0.005
$,@,21029,5942,5942,0,68,294932.000,2254,294932.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.041,0.008,-0.006,0.000
$,@,18197,5942,5942,0,68,294933.000,2254,294933.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.948,-2.437,-0.043,-0.007,-0.009,0.001
$,@,15490,5942,5942,0,68,294934.000,2254,294934.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,0.006,0.001,0.002
$,@,21772,5942,5942,0,68,294935.000,2254,294935.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.041,-0.000,0.005,-0.001
$,@,40137,5942,5942,0,68,294936.000,2254,294936.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.042,-0.001,0.017,-0.003
$,@,42544,5942,5942,0,68,294937.000,2254,294937.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.041,0.014,0.010,0.002
$,@,3520,5942,5942,0,68,294938.000,2254,294938.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.041,-0.008,0.001,0.004
$,@,44947,5942,5942,0,68,294939.000,2254,294939.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.041,0.004,-0.005,-0.002
$,@,6636,5942,5942,0,68,294940.000,2254,294940.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.041,-0.009,0.009,0.003
$,@,65025,5942,5942,0,68,294941.000,2254,294941.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.042,0.002,0.002,0.004
$,@,55553,5942,5942,0,68,294942.000,2254,294942.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.041,0.001,-0.004,0.006
$,@,36343,5942,5942,0,68,294943.000,2254,294943.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.041,0.003,-0.006,0.005
$,@,23438,5942,5942,0,68,294944.000,2254,294944.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.042,-0.001,-0.003,-0.006
$,@,47537,5942,5942,0,68,294945.000,2254,294945.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.042,0.004,-0.003,0.009
$,@,10427,5942,5942,0,68,294946.000,2254,294946.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.948,-2.436,-0.042,-0.003,-0.002,0.004
$,@,21246,5942,5942,0,68,294947.000,2254,294947.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.042,0.003,0.000,0.000
$,@,428,5942,5942,0,68,294948.000,2254,294948.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.042,0.003,-0.005,-0.002
$,@,6100,5942,5942,0,68,294949.000,2254,294949.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.042,-0.002,-0.009,0.002
$,@,38463,5942,5942,0,68,294950.000,2254,294950.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.042,0.006,0.006,0.004
$,@,3561,5942,5942,0,68,294951.000,2254,294951.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.043,0.003,0.008,-0.002
$,@,27615,5942,5942,0,68,294952.000,2254,294952.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.042,-0.003,0.003,-0.002
$,@,47385,5942,5942,0,68,294953.000,2254,294953.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.042,0.007,0.005,0.001
$,@,62117,5942,5942,0,68,294954.000,2254,294954.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.041,-0.008,0.005,-0.003
$,@,12818,5942,5942,0,68,294955.000,2254,294955.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,-0.000,0.017,0.002
$,@,52783,5942,5942,0,68,294956.000,2254,294956.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.439,-0.041,-0.000,-0.007,0.011
$,@,36536,5942,5942,0,68,294957.000,2254,294957.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.041,0.002,-0.013,-0.003
$,@,45156,5942,5942,0,68,294958.000,2254,294958.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.041,0.002,-0.010,0.001
$,@,47003,5942,5942,0,68,294959.000,2254,294959.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.040,0.004,0.001,-0.004
$,@,40235,5942,5942,0,68,294960.000,2254,294960.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.039,-0.006,-0.009,0.001
$,@,41806,5942,5942,0,68,294961.000,2254,294961.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.040,-0.010,0.013,-0.002
$,@,49022,5942,5942,0,68,294962.000,2254,294962.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.039,-0.005,0.001,-0.000
$,@,19270,5942,5942,0,68,294963.000,2254,294963.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.038,0.005,-0.007,-0.000
$,@,18944,5942,5942,0,68,294964.000,2254,294964.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.040,0.000,0.006,-0.007
$,@,34903,5942,5942,0,68,294965.000,2254,294965.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.038,0.000,-0.002,0.002
$,@,52553,5942,5942,0,68,294966.000,2254,294966.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.040,0.001,-0.002,-0.011
$,@,49329,5942,5942,0,68,294967.000,2254,294967.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.040,0.003,-0.001,-0.001
$,@,14483,5942,5942,0,68,294968.000,2254,294968.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.040,0.004,-0.004,-0.003
$,@,47787,5942,5942,0,68,294969.000,2254,294969.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.039,-0.001,-0.000,0.004
$,@,11995,5942,5942,0,68,294970.000,2254,294970.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.040,-0.003,0.001,-0.004
$,@,47585,5942,5942,0,68,294971.000,2254,294971.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.039,0.004,0.014,0.004
$,@,4016,5942,5942,0,68,294972.000,2254,294972.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.039,-0.005,-0.004,0.004
$,@,20168,5942,5942,0,68,294973.000,2254,294973.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.038,-0.004,-0.003,0.003
$,@,23274,5942,5942,0,68,294974.000,2254,294974.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.040,-0.004,0.005,-0.003
$,@,1099,5942,5942,0,68,294975.000,2254,294975.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.039,-0.001,0.002,-0.005
$,@,46305,5942,5942,0,68,294976.000,2254,294976.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.039,0.009,-0.004,-0.001
$,@,19082,5942,5942,0,68,294977.000,2254,294977.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.039,-0.003,0.001,0.007
$,@,23448,5942,5942,0,68,294978.000,2254,294978.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.039,-0.001,0.000,0.002
$,@,31986,5942,5942,0,68,294979.000,2254,294979.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.040,0.002,-0.009,0.003
$,@,16728,5942,5942,0,68,294980.000,2254,294980.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.041,0.007,-0.005,-0.004
$,@,47358,5942,5942,0,68,294981.000,2254,294981.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.040,-0.001,0.006,-0.006
$,@,58025,5942,5942,0,68,294982.000,2254,294982.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.040,-0.001,-0.003,0.005
$,@,44528,5942,5942,0,68,294983.000,2254,294983.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.040,-0.004,-0.005,-0.007
$,@,29516,5942,5942,0,68,294984.000,2254,294984.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.948,-2.436,-0.039,0.002,0.003,-0.001
$,@,26736,5942,5942,0,68,294985.000,2254,294985.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.039,0.005,-0.004,-0.000
$,@,40313,5942,5942,0,68,294986.000,2254,294986.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.039,0.001,0.011,-0.004
$,@,48216,5942,5942,0,68,294987.000,2254,294987.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.038,0.003,-0.005,0.002
$,@,39356,5942,5942,0,68,294988.000,2254,294988.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.039,-0.000,0.005,-0.003
$,@,40554,5942,5942,0,68,294989.000,2254,294989.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.040,-0.004,0.000,-0.002
$,@,35479,5942,5942,0,68,294990.000,2254,294990.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.039,-0.001,0.008,0.002
$,@,27578,5942,5942,0,68,294991.000,2254,294991.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.039,-0.002,-0.008,0.004
$,@,40509,5942,5942,0,68,294992.000,2254,294992.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.039,-0.002,0.008,-0.001
$,@,15404,5942,5942,0,68,294993.000,2254,294993.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.039,-0.003,0.009,-0.000
$,@,14445,5942,5942,0,68,294994.000,2254,294994.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.038,-0.005,-0.004,0.001
$,@,30290,5942,5942,0,68,294995.000,2254,294995.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.038,-0.008,-0.003,0.008
$,@,40916,5942,5942,0,68,294996.000,2254,294996.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.041,0.001,-0.013,0.000
$,@,49947,5942,5942,0,68,294997.000,2254,294997.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.040,0.006,-0.009,-0.001
$,@,45419,5942,5942,0,68,294998.000,2254,294998.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.040,0.000,-0.010,0.001
$,@,45734,5942,5942,0,68,294999.000,2254,294999.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.042,-0.002,-0.009,-0.005
$,@,47845,5942,5942,0,68,295000.000,2254,295000.000,1,52,28,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.042,0.002,-0.004,0.001
